Wavelength,Intensity
117.81040077578655,611
122.51378642971758,614
127.21488124521056,626
131.91368652571691,633
136.61020357374218,638
141.30443369086424,680
145.99637817774055,734
150.68603833410816,836
155.37341545876916,899
160.05851084960887,1008
164.74132580358491,1074
169.42186161673453,1154
174.10011958417454,1214
178.77610100010133,1235
183.44980715779093,1297
188.12123934959891,1374
192.7903988669641,1419
197.45728700041218,1481
202.12190503954116,1541
206.78425427305774,1645
211.44433598872274,1698
216.10215147340932,1783
220.75770201305568,1817
225.41098889271234,1765
230.06201339649851,1784
234.71077680762755,1783
239.35728040841423,1704
244.00152548025653,1659
248.64351330363934,1581
253.28324515814529,1526
257.92072232245846,1457
262.5559460743425,1409
267.18891769067341,1352
271.8196384474104,1310
276.44810961961048,1257
281.07433248143934,1267
285.69830830615319,1247
290.32003836610966,1214
294.93952393276777,1201
299.55676627668436,1231
304.17176666752493,1219
308.78452637404553,1160
313.39504666412904,1169
318.0033288047307,1112
322.60937406194716,1181
327.21318370095105,1182
331.81475898603821,1206
336.41410118060594,1154
341.01121154716384,1158
345.60609134733386,1179
350.19874184183936,1175
354.78916429052333,1138
359.37735995234107,1161
363.963330085342,1167
368.54707594672072,1166
373.1285987927622,1186
377.70789987887474,1168
382.28498045957895,1165
386.85984178852232,1212
391.43248511845741,1161
396.00291170126366,1194
400.57112278793647,1198
405.13711962859452,1195
409.70090347246878,1135
414.26247556792077,1198
418.82183716243526,1159
423.37898950261297,1104
427.93393383418152,1144
432.48667140199905,1175
437.03720345003967,1139
441.585531221408,1154
446.13165595833925,1185
450.67557890219905,1169
455.2173012934727,1172
459.75682437177966,1143
464.29414937586625,1167
468.8292775436239,1227
473.36221011205271,1217
477.8929483173124,1252
482.42149339467142,1229
486.9478465785578,1204
491.4720091024974,1199
495.99398219920113,1193
500.51376710047771,1203
505.0313650372882,1186
509.54677723973145,1220
514.06000493704778,1228
518.571049357608,1216
523.07991172893526,1168
527.58659327768328,1168
532.09109522966173,1189
536.59341880981083,1161
541.09356524221585,1191
545.59153575012169,1185
550.08733155588925,1192
554.58095388105357,1163
559.07240394628388,1189
563.56168297140175,1158
568.04879217537018,1133
572.53373277631181,1187
577.01650599148707,1192
581.49711303732329,1183
585.97555512937834,1194
590.451833482377,1200
594.9259493101963,1187
599.3979038258658,1209
603.86769824156363,1181
608.33533376863488,1195
612.80081161757334,1235
617.26413299802152,1184
621.72529911879974,1222
626.18431118786975,1202
630.64117041236386,1158
635.09587799855581,1211
639.548435151908,1197
643.99884307701723,1202
648.44710297766869,1212
652.89321605678924,1220
657.33718351647622,1195
661.77900655798658,1223
666.21868638175874,1202
670.65622418737985,1196
675.0916211736112,1222
679.52487853838829,1250
683.95599747879533,1298
688.38497919110887,1243
692.81182487075421,1223
697.23653571234536,1203
701.659112909656,1234
706.07955765563747,1268
710.497871142401,1264
714.91405456125722,1265
719.32810910266562,1286
723.74003595627073,1250
728.14983631089854,1219
732.55751135453829,1244
736.96306227437162,1261
741.36649025674342,1256
745.76779648719094,1250
750.166982150422,1257
754.56404843031851,1298
758.9589965099658,1264
763.3518275716051,1341
767.7425427966773,1320
772.13114336579747,1290
776.517630458773,1259
780.90200525458567,1277
785.28426893140931,1224
789.66442266659942,1244
794.04246763670744,1268
798.41840501745537,1273
802.79223598377212,1282
807.16396170976077,1242
811.53358336873134,1257
815.90110213315711,1219
820.26651917473646,1265
824.629835664331,1258
828.99105277200579,1290
833.35017166702892,1261
837.70719351783919,1223
842.06211949209683,1251
846.41495075663988,1302
850.765688477506,1306
855.114333819929,1288
859.46088794834577,1321
863.80535202638566,1321
868.1477272168886,1285
872.4880146818723,1273
876.82621558257961,1241
881.16233107943117,1223
885.49636233207275,1298
889.82831049933884,1312
894.15817673926358,1258
898.48596220909894,1247
902.81166806529291,1246
907.13529546349673,1277
911.45684555857224,1286
915.77631950459181,1260
920.09371845482747,1250
924.40904356176543,1286
928.72229597709156,1262
933.03347685171684,1291
937.34258733574825,1266
941.64962857851788,1245
945.95460172855383,1259
950.2575079336093,1286
954.55834834064808,1216
958.85712409583721,1318
963.15383634457248,1294
967.4484862314639,1292
971.74107490032839,1283
976.03160349420432,1269
980.32007315534793,1309
984.60648502524054,1332
988.89084024455951,1348
993.17313995323639,1397
997.45338529039145,1464
1001.7315773943774,1449
1006.0077174027792,1421
1010.2818064523854,1378
1014.5538456792201,1342
1018.8238362185293,1393
1023.0917792047767,1388
1027.3576757716619,1411
1031.6215270520988,1425
1035.8833341782374,1375
1040.1430982814454,1384
1044.4008204923302,1408
1048.6565019407171,1389
1052.9101437556674,1352
1057.1617470654637,1386
1061.4113129976322,1369
1065.6588426789167,1399
1069.9043372353008,1456
1074.1477977920003,1418
1078.38922547346,1367
1082.6286214033644,1351
1086.8659867046335,1354
1091.1013224994094,1321
1095.3346299090808,1285
1099.5659100542798,1353
1103.79516405486,1360
1108.0223930299253,1364
1112.2475980978161,1382
1116.4707803761012,1349
1120.6919409816073,1361
1124.9110810303828,1402
1129.1282016377336,1486
1133.3433039182055,1436
1137.556388985573,1416
