Wavelength,Intensity # Note: second half of data set dropped
902.81166806529291,1378
907.13529546349673,1394
911.45684555857224,1369
915.77631950459181,1381
920.09371845482747,1351
924.40904356176543,1351
928.72229597709156,1396
933.03347685171684,1428
937.34258733574825,1398
941.64962857851788,1386
945.95460172855383,1390
950.2575079336093,1369
954.55834834064808,1378
958.85712409583721,1384
963.15383634457248,1352
967.4484862314639,1382
971.74107490032839,1394
976.03160349420432,1403
980.32007315534793,1374
984.60648502524054,1414
988.89084024455951,1425
993.17313995323639,1366
997.45338529039145,1411
1001.7315773943774,1379
1006.0077174027792,1415
1010.2818064523854,1413
1014.5538456792201,1392
1018.8238362185293,1402
1023.0917792047767,1452
1027.3576757716619,1419
1031.6215270520988,1442
1035.8833341782374,1423
1040.1430982814454,1422
1044.4008204923302,1452
1048.6565019407171,1399
1052.9101437556674,1445
1057.1617470654637,1376
1061.4113129976322,1426
1065.6588426789167,1414
1069.9043372353008,1478
1074.1477977920003,1477
1078.38922547346,1424
1082.6286214033644,1383
1086.8659867046335,1396
1091.1013224994094,1441
1095.3346299090808,1414
1099.5659100542798,1409
1103.79516405486,1437
1108.0223930299253,1480
1112.2475980978161,1483
1116.4707803761012,1450
1120.6919409816073,1438
1124.9110810303828,1444
1129.1282016377336,1464
1133.3433039182055,1462
1137.556388985573,1431
1141.7674579528684,1486
1145.9765119323602,1435
1150.1835520355708,1409
1154.3885793732516,1485
1158.5915950554227,1434
1162.7926001913293,1429
1166.991595889478,1426
1171.1885832576118,1452
1175.3835634027382,1459
1179.5765374310977,1496
1183.7675064481919,1454
1187.9564715587621,1445
1192.143433866815,1421
1196.3283944756004,1478
1200.5113544876222,1485
1204.6923150046387,1486
1208.8712771276587,1481
1213.0482419569489,1423
1217.2232105920339,1442
1221.3961841316886,1467
1225.5671636739498,1419
1229.7361503160973,1486
1233.9031451546907,1462
1238.0681492855365,1508
1242.2311638036954,1483
1246.3921898035042,1487
1250.5512283785356,1508
1254.7082806216495,1451
1258.8633476249524,1448
1263.0164304798091,1506
1267.1675302768635,1533
1271.3166481060143,1510
1275.4637850564177,1500
1279.6089422165096,1481
1283.7521206739802,1491
1287.8933215157922,1486
1292.0325458281659,1485
1296.1697946966051,1485
1300.3050692058641,1550
1304.4383704399806,1515
1308.5696994822538,1459
1312.6990574152551,1464
1316.8264453208285,1491
1320.9518642800831,1455
1325.0753153734113,1490
1329.1967996804633,1452
1333.3163182801763,1527
1337.4338722507528,1494
1341.5494626696745,1505
1345.6630906136961,1509
1349.7747571588516,1477
1353.8844633804438,1483
1357.9922103530589,1476
1362.0979991505628,1521
1366.2018308460938,1532
1370.3037065120661,1517
1374.403627220192,1503
1378.5015940414414,1518
1382.5976080460787,1537
1386.6916703036441,1562
1390.7837818829612,1498
1394.8739438521407,1520
1398.9621572785727,1529
1403.0484232289273,1516
1407.1327427691685,1531
1411.2151169645404,1521
1415.2955468795662,1528
1419.3740335780712,1528
1423.4505781231564,1549
1427.5251815772099,1528
1431.5978450019211,1521
1435.6685694582447,1543
1439.7373560064552,1512
1443.804205706092,1495
1447.8691196159925,1532
1451.9320987942956,1543
1455.9931442984162,1541
1460.0522571850779,1471
1464.1094385102879,1525
1468.1646893293437,1544
1472.2180106968481,1544
1476.2694036666908,1535
1480.318869292063,1492
1484.3664086254503,1505
1488.4120227186322,1521
1492.4557126226864,1541
1496.4974793879956,1509
1500.5373240642293,1551
1504.5752477003662,1546
1508.6112513446824,1502
1512.6453360447558,1519
1516.6775028474622,1528
1520.7077527989786,1559
1524.7360869447948,1501
1528.7625063296837,1562
1532.7870119977415,1520
1536.8096049923588,1573
1540.8302863562349,1515
1544.8490571313669,1503
1548.8659183590717,1528
1552.880871079964,1532
1556.8939163339564,1557
1560.9050551602922,1517
1564.9142885975052,1546
1568.9216176834379,1513
1572.9270434552564,1497
1576.9305669494242,1502
1580.9321892017251,1571
1584.931911247244,1499
1588.9297341203819,1541
1592.925658854856,1561
1596.9196864836958,1533
1600.9118180392397,1504
1604.9020545531494,1536
1608.8903970563879,1551
1612.8768465792491,1512
1616.8614041513283,1520
1620.8440708015514,1537
1624.8248475581495,1525
1628.8037354486842,1479
1632.7807355000223,1509
1636.7558487383612,1476
1640.7290761892036,1541
1644.7004188773935,1502
1648.6698778270766,1501
1652.6374540617253,1563
1656.6031486041466,1545
1660.5669624764487,1488
1664.5288967000743,1464
1668.4889522957928,1501
1672.4471302836937,1497
1676.4034316831967,1486
1680.3578575130305,1522
1684.3104087912761,1520
1688.2610865353126,1486
1692.2098917618714,1483
1696.1568254869962,1506
1700.101888726058,1548
1704.0450824937689,1487
1707.9864078041719,1510
1711.9258656706115,1506
1715.8634571058028,1577
1719.7991831217623,1476
1723.7330447298555,1467
1727.6650429407637,1519
1731.5951787645208,1489
1735.5234532104841,1492
1739.4498672873378,1493
1743.3744220031149,1515
1747.2971183651716,1537
1751.2179573802132,1470
1755.1369400542644,1512
1759.0540673927026,1488
1762.9693404002392,1512
1766.8827600809091,1484
1770.7943274381068,1526
1774.7040434745541,1486
1778.6119091923138,1504
1782.5179255927906,1524
1786.4220936767306,1533
1790.3244144442178,1500
1794.2248888946888,1499
1798.1235180269032,1515
1802.0203028389842,1501
1805.9152443283856,1522
1809.80834349191,1565
1813.6996013257049,1465
1817.5890188252633,1537
1821.4765969854234,1475
1825.3623368003718,1493
1829.2462392636371,1488
1833.1283053681036,1488
1837.0085361059937,1532
1840.8869324688858,1504
1844.7634954477071,1486
1848.63822603273,1465
1852.5111252135866,1498
1856.3821939792433,1510
1860.251433318037,1505
1864.11884421765,1504
1867.984427665102,1480
1871.8481846467912,1504
1875.7101161484534,1522
1879.5702231551804,1516
1883.428506651424,1481
1887.284967620988,1494
1891.1396070470291,1533
1894.9924259120635,1523
1898.8434251979743,1525
1902.6926058859754,1491
1906.5399689566657,1494
1910.3855153899931,1504
1914.2292461652578,1482
1918.0711622611343,1528
1921.9112646556387,1492
1925.7495543261721,1469
1929.5860322494627,1501
1933.4206994016422,1529
1937.2535567581654,1533
1941.0846052938796,1467
1944.913845982981,1483
1948.7412797990291,1524
1952.5669077149541,1518
1956.3907307030458,1494
1960.2127497349647,1554
1964.0329657817347,1523
1967.8513798137465,1497
1971.6679928007579,1500
1975.4828057118975,1478
1979.2958195156534,1511
1983.107035179899,1515
1986.9164536718527,1556
1990.7240759581255,1525
1994.5299030046881,1503
1998.3339357768891,1496
2002.1361752394332,1469
2005.9366223564175,1501
2009.7352780912915,1480
2013.5321434068937,1488
2017.3272192654331,1516
2021.1205066284856,1522
2024.9120064570088,1519
2028.7017197113346,1503
2032.4896473511617,1487
2036.2757903355741,1525
2040.0601496230338,1471
2043.8427261713732,1510
2047.62352093781,1512
2051.40253487894,1466
2055.1797689507221,1544
2058.9552241085185,1519
2062.7289013070513,1501
2066.500801500435,1516
2070.2709256421585,1507
2074.0392746850994,1478
2077.8058495815058,1508
2081.570651283022,1512
2085.3336807406668,1507
2089.0949389048365,1490
2092.854426725331,1504
2096.6121451513209,1445
2100.3680951313509,1489
2104.1222776133764,1527
2107.8746935447234,1492
2111.6253438721105,1521
2115.3742295416378,1471
2119.121351498794,1479
2122.8667106884604,1489
2126.6103080549074,1491
2130.3521445417828,1513
2134.0922210921417,1478
2137.8305386484135,1508
2141.5670981524308,1504
2145.3019005454116,1452
2149.0349467679625,1446
2152.76623776009,1481
2156.4957744611893,1481
2160.2235578100408,1478
2163.9495887448356,1554
2167.6738682031464,1498
2171.3963971219418,1507
2175.1171764375977,1499
2178.8362070858639,1507
2182.5534900019047,1475
2186.269026120277,1463
2189.98281637493,1464
2193.6948616992158,1480
2197.4051630258837,1510
2201.1137212870781,1485
2204.8205374143472,1488
2208.5256123386425,1475
2212.2289469903008,1490
2215.9305422990765,1459
2219.6303991941168,1472
2223.328518603972,1489
2227.0249014565961,1488
2230.7195486793462,1476
2234.4124611989755,1490
2238.1036399416553,1446
2241.7930858329419,1554
2245.4807997978169,1492
2249.1667827606543,1498
2252.8510356452316,1475
2256.5335593747441,1518
2260.2143548717868,1492
2263.8934230583654,1470
2267.5707648558855,1454
2271.246381185163,1456
2274.9202729664394,1480
2278.5924411193373,1494
2282.2628865629085,1476
2285.9316102156117,1497
2289.5986129953126,1434
2293.2638958192947,1474
2296.9274596042378,1464
2300.5893052662504,1501
2304.2494337208518,1473
2307.9078458829645,1451
2311.5645426669325,1479
2315.2195249865108,1474
2318.872793754872,1459
2322.5243498845957,1493
2326.1741942876943,1483
2329.8223278755686,1497
2333.4687515590667,1504
2337.1134662484328,1475
2340.7564728533362,1506
2344.3977722828604,1519
2348.0373654455179,1487
2351.675253249221,1449
2355.3114366013178,1488
2358.9459164085711,1455
2362.5786935771648,1493
2366.2097690127011,1493
2369.8391436202073,1512
2373.4668183041249,1482
2377.0927939683279,1530
2380.7170715161046,1496
2384.3396518501759,1486
2387.9605358726767,1472
2391.5797244851674,1479
2395.1972185886407,1508
2398.8130190835072,1476
2402.4271268696029,1512
2406.0395428461925,1483
2409.6502679119731,1479
2413.2593029650579,1501
2416.8666489029911,1505
2420.4723066227471,1499
2424.0762770207257,1504
2427.6785609927629,1491
2431.2791594341143,1467
2434.878073239468,1500
2438.47530330295,1521
2442.0708505181119,1508
2445.6647157779244,1462
2449.2568999748164,1491
2452.8474040006222,1477
2456.4362287466247,1490
2460.0233751035394,1472
2463.608843961505,1465
2467.192636210104,1518
2470.7747527383508,1516
2474.3551944346927,1483
2477.9339621870131,1480
2481.5110568826331,1471
2485.0864794083118,1547
2488.6602306502409,1469
2492.2323114940482,1487
2495.8027228248011,1479
2499.3714655270123,1489
2502.938540484618,1479
2506.5039485810139,1445
2510.0676906990138,1502
2513.629767720884,1485
2517.1901805283323,1497
2520.7489300025009,1438
2524.3060170239751,1435
2527.8614424727893,1490
2531.4152072284051,1526
2534.9673121697451,1461
2538.5177581751595,1510
2542.0665461224544,1476
2545.6136768888682,1508
2549.1591513510939,1501
2552.7029703852659,1472
2556.245134866962,1466
2559.7856456712088,1456
2563.324503672482,1475
2566.8617097446931,1491
2570.3972647612154,1478
2573.9311695948581,1456
2577.4634251178832,1478
2580.9940322020047,1451
2584.5229917183788,1382
2588.0503045376227,1501
2591.5759715297863,1418
2595.0999935643886,1490
2598.6223715103824,1497
2602.1431062361808,1407
2605.6621986096507,1444
2609.1796494981118,1462
2612.6954597683271,1429
2616.2096302865211,1432
2619.7221619183656,1418
2623.2330555289936,1455
2626.7423119829909,1448
2630.2499321443956,1463
2633.7559168766984,1449
2637.2602670428532,1430
2640.7629835052649,1451
2644.2640671257959,1454
2647.763518765767,1453
2651.2613392859548,1459
2654.7575295465977,1464
2658.2520904073863,1476
2661.7450227274767,1478
2665.2363273654773,1488
2668.7260051794619,1434
2672.2140570269676,1431
2675.70048376498,1478
2679.1852862499563,1480
2682.6684653378124,1480
2686.150021883921,1450
2689.6299567431288,1480
2693.1082707697333,1434
2696.5849648175026,1497
2700.0600397396665,1443
2703.5334963889163,1441
2707.0053356174085,1458
2710.4755582767739,1510
2713.9441652180922,1461
2717.411157291921,1426
2720.8765353482795,1442
2724.3403002366595,1461
2727.8024528060105,1482
2731.2629939047565,1465
2734.7219243807867,1455
2738.1792450814592,1438
2741.6349568536007,1498
2745.0890605435106,1451
2748.5415569969537,1460
2751.9924470591632,1430
2755.4417315748524,1477
2758.8894113881925,1448
2762.3354873428343,1477
2765.7799602819014,1466
2769.2228310479859,1456
2772.6641004831545,1500
2776.1037694289444,1448
2779.5418387263726,1465
2782.9783092159178,1487
2786.413181737551,1488
2789.8464571306995,1495
2793.2781362342812,1490
2796.7082198866738,1511
2800.1367089257528,1481
2803.56360418885,1452
2806.9889065127809,1497
2810.41261673384,1483
2813.8347356878003,1467
2817.255264209909,1522
2820.6742031348949,1519
2824.0915532969666,1529
2827.5073155298123,1556
2830.9214906665948,1505
2834.3340795399617,1501
2837.7450829820409,1535
2841.1545018244378,1533
2844.5623368982506,1563
2847.9685890340425,1511
2851.3732590618747,1517
2854.7763478112756,1546
2858.1778561112733,1595
2861.57778479037,1563
2864.9761346765536,1606
2868.3729065972911,1628
2871.7681013795464,1638
2875.1617198497588,1586
2878.553762833857,1567
2881.9442311572548,1610
2885.3331256448528,1597
2888.7204471210371,1601
2892.1061964096825,1593
2895.4903743341529,1639
2898.8729817173025,1591
2902.2540193814621,1600
2905.6334881484636,1622
2909.0113888396263,1660
2912.3877222757565,1613
2915.7624892771491,1625
2919.1356906635938,1610
2922.5073272543705,1616
2925.8773998682464,1607
2929.2459093234847,1624
2932.6128564378414,1579
2935.9782420285592,1569
2939.3420669123807,1597
2942.704331905541,1598
2946.0650378237624,1611
2949.4241854822722,1546
2952.7817756957775,1612
2956.1378092784962,1534
2959.4922870441314,1522
2962.845209805886,1488
2966.1965783764608,1538
2969.5463935680473,1471
2972.8946561923367,1468
2976.2413670605165,1472
2979.5865269832848,1458
2982.9301367708158,1482
2986.2721972327945,1432
2989.6127091784074,1420
2992.9516734163353,1440
2996.2890907547608,1452
2999.6249620013677,1454
3002.9592879633365,1454
3006.2920694473523,1450
3009.6233072595987,1421
3012.9530022057661,1385
3016.2811550910465,1458
3019.6077667201243,1415
3022.9328378972004,1442
3026.2563694259661,1484
3029.5783621096307,1428
3032.8988167508978,1425
3036.2177341519782,1419
3039.5351151145878,1408
3042.850960439946,1421
3046.165270928781,1422
3049.4780473813262,1465
3052.7892905973222,1434
3056.0990013760111,1389
3059.4071805161529,1458
3062.713828816004,1439
3066.0189470733312,1413
3069.3225360854194,1410
3072.6245966490496,1416
3075.9251295605227,1408
3079.2241356156392,1377
3082.521615609714,1390
3085.81757033758,1397
3089.1120005935682,1421
3092.4049071715272,1365
3095.6962908648184,1344
3098.9861524663083,1383
3102.2744927683889,1380
3105.5613125629479,1416
3108.8466126413987,1363
3112.1303937946632,1404
3115.4126568131815,1350
3118.6934024869006,1402
3121.9726316052875,1375
3125.2503449573251,1354
3128.5265433315053,1351
3131.8012275158417,1372
3135.074398297862,1426
3138.346056464612,1354
3141.616202802652,1341
3144.88483809806,1342
3148.1519631364336,1397
3151.4175787028835,1342
3154.6816855820525,1345
3157.9442845580834,1375
3161.2053764146476,1352
3164.4649619349366,1376
3167.7230419016596,1389
3170.9796170970549,1380
3174.2346883028622,1355
3177.4882563003612,1401
3180.7403218703439,1408
3183.9908857931223,1373
3187.2399488485426,1401
3190.487511815958,1370
3193.73357547426,1382
3196.9781406018428,1405
3200.2212079766468,1354
3203.4627783761225,1318
3206.7028525772494,1387
3209.9414313565303,1389
3213.1785154899972,1366
3216.4141057532015,1367
3219.6482029212275,1332
3222.8808077686754,1409
3226.1119210696834,1383
3229.3415435979077,1344
3232.5696761265408,1350
3235.7963194282966,1352
3239.0214742754179,1392
3242.2451414396764,1333
3245.4673216923748,1336
3248.6880158043423,1335
3251.9072245459356,1348
3255.1249486870547,1336
3258.3411889971103,1373
3261.5559462450547,1317
3264.7692211993708,1326
3267.9810146280761,1349
3271.1913272987113,1325
3274.4001599783569,1342
3277.6075134336206,1326
3280.8133884306426,1349
3284.0177857351046,1350
3287.2207061122153,1345
3290.42215032672,1362
3293.6221191428904,1351
3296.820613324544,1328
3300.0176336350305,1315
3303.2131808372305,1337
3306.4072556935644,1354
3309.599858965983,1343
3312.7909914159864,1325
3315.9806538045978,1331
3319.1688468923894,1333
3322.3555714394588,1334
3325.5408282054468,1305
3328.7246179495378,1366
3331.9069414304468,1359
3335.0877994064358,1322
3338.2671926353014,1316
3341.4451218743779,1315
3344.6215878805397,1346
3347.7965914102133,1288
3350.9701332193508,1302
3354.1422140634495,1327
3357.3128346975554,1357
3360.4819958762491,1362
3363.6496983536581,1335
3366.815942883446,1306
3369.9807302188274,1309
3373.1440611125563,1334
3376.3059363169305,1309
3379.4663565837855,1331
3382.6253226645185,1346
3385.7828353100485,1325
3388.9388952708614,1313
3392.0935032969737,1326
3395.2466601379565,1350
3398.398366542915,1310
3401.5486232605181,1303
3404.6974310389651,1322
3407.8447906260189,1326
3410.9907027689696,1351
3414.1351682146742,1343
3417.2781877095313,1331
3420.4197619994829,1336
3423.5598918300238,1259
3426.6985779461957,1323
3429.8358210926017,1310
3432.9716220133778,1348
3436.1059814522232,1323
3439.2389001523788,1282
3442.3703788566418,1339
3445.5004183073597,1347
3448.629019246433,1299
3451.7561824153072,1330
3454.8819085549931,1313
3458.0061984060412,1338
3461.1290527085657,1307
3464.2504722022259,1290
3467.3704576262407,1280
3470.4890097193747,1290
3473.6061292199593,1293
3476.7218168658728,1310
3479.8360733945483,1288
3482.9488995429765,1267
3486.0602960477045,1301
3489.1702636448372,1328
3492.2788030700267,1302
3495.3859150584976,1283
3498.491600345018,1285
3501.5958596639193,1275
3504.6986937490874,1322
3507.8001033339697,1287
3510.900089151577,1265
3513.9986519344657,1277
3517.0957924147624,1265
3520.1915113241521,1311
3523.2858093938758,1318
3526.3786873547324,1250
3529.47014593709,1289
3532.5601858708742,1291
3535.6488078855655,1323
3538.7360127102147,1269
3541.8218010734345,1295
3544.9061737033862,1267
3547.9891313278149,1274
3551.0706746740088,1300
3554.1508044688326,1268
3557.2295214387104,1280
3560.3068263096284,1265
3563.3827198071413,1285
3566.4572026563583,1234
3569.5302755819685,1275
3572.6019393082188,1270
3575.6721945589143,1297
3578.7410420574379,1253
3581.8084825267379,1288
3584.8745166893204,1266
3587.9391452672589,1247
3591.00236898221,1310
3594.0641885553796,1264
3597.1246047075492,1233
3600.1836181590679,1237
3603.2412296298517,1298
3606.2974398393926,1294
3609.3522495067391,1256
3612.4056593505211,1274
3615.45767008893,1269
3618.5082824397323,1211
3621.5574971202659,1255
3624.6053148474384,1256
3627.6517363377206,1235
3630.6967623071705,1259
3633.7403934714039,1281
3636.782630545611,1259
3639.8234742445675,1241
3642.8629252826049,1232
3645.900984373633,1223
3648.9376522311431,1283
3651.9729295681918,1244
3655.0068170974137,1262
3658.0393155310085,1240
3661.0704255807686,1250
3664.1001479580464,1249
3667.1284833737736,1216
3670.1554325384623,1215
3673.180996162193,1253
3676.2051749546281,1231
3679.227969625008,1240
3682.24938088214,1241
3685.2694094344261,1236
3688.2880559898294,1244
3691.3053212558934,1198
3694.321205939752,1259
3697.3357107481042,1235
3700.3488363872384,1236
3703.3605835630115,1270
3706.3709529808675,1251
3709.3799453458287,1256
3712.3875613625005,1199
3715.3938017350592,1239
3718.3986671672737,1232
3721.4021583624854,1190
3724.4042760236189,1238
3727.405020853188,1189
3730.4043935532754,1274
3733.4023948255617,1257
3736.3990253712927,1273
3739.3942858913142,1218
3742.3881770860444,1215
3745.3806996554849,1247
3748.3718542992319,1241
3751.3616417164558,1238
3754.3500626059122,1209
3757.3371176659475,1245
3760.3228075944917,1208
3763.3071330890525,1188
3766.2900948467304,1182
3769.2716935642147,1197
3772.2519299377764,1224
3775.2308046632752,1220
3778.2083184361527,1241
3781.18447195145,1193
3784.1592659037815,1226
3787.1327009873603,1214
3790.1047778959837,1220
3793.0754973230378,1240
3796.0448599614974,1213
3799.0128665039265,1245
3801.9795176424795,1251
3804.9448140689019,1216
3807.9087564745296,1199
3810.8713455502802,1208
3813.8325819866768,1191
3816.7924664738184,1208
3819.7509997014113,1207
3822.7081823587414,1189
3825.6640151346928,1201
3828.6184987177348,1245
3831.5716337959384,1199
3834.5234210569615,1206
3837.4738611880603,1207
3840.4229548760759,1222
3843.3707028074532,1196
3846.3171056682295,1214
3849.2621641440237,1223
3852.2058789200728,1176
3855.1482506811863,1184
3858.0892801117789,1195
3861.028967895867,1169
3863.9673147170543,1171
3866.9043212585384,1191
3869.8399882031226,1208
3872.7743162332063,1216
3875.7073060307757,1163
3878.6389582774264,1185
3881.5692736543406,1161
3884.4982528423116,1146
3887.4258965217214,1218
3890.3522053725537,1175
3893.2771800743903,1158
3896.2008213064164,1187
3899.1231297474096,1195
3902.044106075753,1158
3904.9637509694276,1148
3907.8820651060159,1180
3910.7990491626988,1180
3913.7147038162693,1206
3916.6290297431024,1148
3919.5420276191871,1174
3922.453698120109,1149
3925.3640419210715,1150
3928.2730596968613,1124
117.81040077578655,611
122.51378642971758,622
127.21488124521056,629
131.91368652571691,630
136.61020357374218,624
141.30443369086424,664
145.99637817774055,686
150.68603833410816,726
155.37341545876916,770
160.05851084960887,807
164.74132580358491,897
169.42186161673453,917
174.10011958417454,998
178.77610100010133,1023
183.44980715779093,1053
188.12123934959891,1103
192.7903988669641,1159
197.45728700041218,1171
202.12190503954116,1226
206.78425427305774,1330
211.44433598872274,1289
216.10215147340932,1375
220.75770201305568,1357
225.41098889271234,1410
230.06201339649851,1402
234.71077680762755,1364
239.35728040841423,1414
244.00152548025653,1413
248.64351330363934,1445
253.28324515814529,1501
257.92072232245846,1470
262.5559460743425,1415
267.18891769067341,1410
271.8196384474104,1388
276.44810961961048,1378
281.07433248143934,1323
285.69830830615319,1274
290.32003836610966,1235
294.93952393276777,1240
299.55676627668436,1256
304.17176666752493,1231
308.78452637404553,1177
313.39504666412904,1168
318.0033288047307,1190
322.60937406194716,1197
327.21318370095105,1181
331.81475898603821,1191
336.41410118060594,1192
341.01121154716384,1197
345.60609134733386,1188
350.19874184183936,1171
354.78916429052333,1178
359.37735995234107,1168
363.963330085342,1211
368.54707594672072,1136
373.1285987927622,1173
377.70789987887474,1189
382.28498045957895,1208
386.85984178852232,1220
391.43248511845741,1172
396.00291170126366,1181
400.57112278793647,1180
405.13711962859452,1230
409.70090347246878,1196
414.26247556792077,1176
418.82183716243526,1189
423.37898950261297,1207
427.93393383418152,1200
432.48667140199905,1172
437.03720345003967,1218
441.585531221408,1189
446.13165595833925,1197
450.67557890219905,1206
455.2173012934727,1192
459.75682437177966,1204
464.29414937586625,1240
468.8292775436239,1252
473.36221011205271,1231
477.8929483173124,1219
482.42149339467142,1200
486.9478465785578,1229
491.4720091024974,1234
495.99398219920113,1232
500.51376710047771,1211
505.0313650372882,1270
509.54677723973145,1252
514.06000493704778,1213
518.571049357608,1228
523.07991172893526,1240
527.58659327768328,1241
532.09109522966173,1230
536.59341880981083,1221
541.09356524221585,1234
545.59153575012169,1249
550.08733155588925,1294
554.58095388105357,1275
559.07240394628388,1257
563.56168297140175,1223
568.04879217537018,1249
572.53373277631181,1242
577.01650599148707,1266
581.49711303732329,1252
585.97555512937834,1254
590.451833482377,1283
594.9259493101963,1273
599.3979038258658,1274
603.86769824156363,1251
608.33533376863488,1260
612.80081161757334,1262
617.26413299802152,1292
621.72529911879974,1277
626.18431118786975,1261
630.64117041236386,1257
635.09587799855581,1276
639.548435151908,1278
643.99884307701723,1245
648.44710297766869,1295
652.89321605678924,1353
657.33718351647622,1251
661.77900655798658,1259
666.21868638175874,1235
670.65622418737985,1259
675.0916211736112,1286
679.52487853838829,1326
683.95599747879533,1267
688.38497919110887,1274
692.81182487075421,1324
697.23653571234536,1283
701.659112909656,1320
706.07955765563747,1269
710.497871142401,1308
714.91405456125722,1287
719.32810910266562,1337
723.74003595627073,1299
728.14983631089854,1299
732.55751135453829,1280
736.96306227437162,1365
741.36649025674342,1313
745.76779648719094,1286
750.166982150422,1317
754.56404843031851,1329
758.9589965099658,1373
763.3518275716051,1349
767.7425427966773,1314
772.13114336579747,1313
776.517630458773,1363
780.90200525458567,1363
785.28426893140931,1371
789.66442266659942,1328
794.04246763670744,1348
798.41840501745537,1354
802.79223598377212,1357
807.16396170976077,1354
811.53358336873134,1361
815.90110213315711,1359
820.26651917473646,1344
824.629835664331,1386
828.99105277200579,1359
833.35017166702892,1347
837.70719351783919,1333
842.06211949209683,1337
846.41495075663988,1300
850.765688477506,1372
855.114333819929,1384
859.46088794834577,1341
863.80535202638566,1379
868.1477272168886,1390
872.4880146818723,1336
876.82621558257961,1401
881.16233107943117,1380
885.49636233207275,1375
889.82831049933884,1333
894.15817673926358,1405
898.48596220909894,1339
902.81166806529291,1377
907.13529546349673,1378
911.45684555857224,1335
915.77631950459181,1345
920.09371845482747,1381
924.40904356176543,1365
928.72229597709156,1351
933.03347685171684,1381
937.34258733574825,1333
941.64962857851788,1343
945.95460172855383,1334
950.2575079336093,1374
954.55834834064808,1362
958.85712409583721,1401
963.15383634457248,1385
967.4484862314639,1385
971.74107490032839,1333
976.03160349420432,1369
980.32007315534793,1397
984.60648502524054,1375
988.89084024455951,1416
993.17313995323639,1417
997.45338529039145,1398
1001.7315773943774,1424
1006.0077174027792,1432
1010.2818064523854,1390
1014.5538456792201,1421
1018.8238362185293,1410
1023.0917792047767,1444
1027.3576757716619,1432
1031.6215270520988,1460
1035.8833341782374,1412
1040.1430982814454,1404
1044.4008204923302,1351
1048.6565019407171,1365
1052.9101437556674,1384
1057.1617470654637,1430
1061.4113129976322,1436
1065.6588426789167,1399
1069.9043372353008,1438
1074.1477977920003,1373
1078.38922547346,1401
1082.6286214033644,1403
1086.8659867046335,1436
1091.1013224994094,1412
1095.3346299090808,1432
1099.5659100542798,1442
1103.79516405486,1394
1108.0223930299253,1399
1112.2475980978161,1417
1116.4707803761012,1444
1120.6919409816073,1426
1124.9110810303828,1438
1129.1282016377336,1488
1133.3433039182055,1397
1137.556388985573,1466
1141.7674579528684,1442
1145.9765119323602,1382
1150.1835520355708,1452
1154.3885793732516,1487
1158.5915950554227,1473
1162.7926001913293,1421
1166.991595889478,1431
1171.1885832576118,1407
1175.3835634027382,1482
1179.5765374310977,1500
1183.7675064481919,1436
1187.9564715587621,1447
1192.143433866815,1467
1196.3283944756004,1498
1200.5113544876222,1441
1204.6923150046387,1453
1208.8712771276587,1474
1213.0482419569489,1427
1217.2232105920339,1437
1221.3961841316886,1460
1225.5671636739498,1468
1229.7361503160973,1463
1233.9031451546907,1502
1238.0681492855365,1475
1242.2311638036954,1443
1246.3921898035042,1474
1250.5512283785356,1485
1254.7082806216495,1491
1258.8633476249524,1477
1263.0164304798091,1453
1267.1675302768635,1467
1271.3166481060143,1510
1275.4637850564177,1492
1279.6089422165096,1493
1283.7521206739802,1478
1287.8933215157922,1482
1292.0325458281659,1511
1296.1697946966051,1543
1300.3050692058641,1525
1304.4383704399806,1474
1308.5696994822538,1494
1312.6990574152551,1520
1316.8264453208285,1483
1320.9518642800831,1484
1325.0753153734113,1484
1329.1967996804633,1499
1333.3163182801763,1482
1337.4338722507528,1476
1341.5494626696745,1466
1345.6630906136961,1443
1349.7747571588516,1475
1353.8844633804438,1485
1357.9922103530589,1498
1362.0979991505628,1528
1366.2018308460938,1465
1370.3037065120661,1486
1374.403627220192,1520
1378.5015940414414,1519
1382.5976080460787,1502
1386.6916703036441,1560
1390.7837818829612,1563
1394.8739438521407,1554
1398.9621572785727,1478
1403.0484232289273,1499
1407.1327427691685,1508
1411.2151169645404,1535
1415.2955468795662,1503
1419.3740335780712,1507
1423.4505781231564,1553
1427.5251815772099,1521
1431.5978450019211,1543
1435.6685694582447,1524
1439.7373560064552,1527
1443.804205706092,1508
1447.8691196159925,1570
1451.9320987942956,1567
1455.9931442984162,1540
1460.0522571850779,1508
1464.1094385102879,1514
1468.1646893293437,1539
1472.2180106968481,1529
1476.2694036666908,1539
1480.318869292063,1481
1484.3664086254503,1490
1488.4120227186322,1533
1492.4557126226864,1487
1496.4974793879956,1510
1500.5373240642293,1532
1504.5752477003662,1541
1508.6112513446824,1473
1512.6453360447558,1551
1516.6775028474622,1564
1520.7077527989786,1517
1524.7360869447948,1522
1528.7625063296837,1505
1532.7870119977415,1465
1536.8096049923588,1493
1540.8302863562349,1488
1544.8490571313669,1556
1548.8659183590717,1504
1552.880871079964,1541
1556.8939163339564,1528
1560.9050551602922,1526
1564.9142885975052,1503
1568.9216176834379,1496
1572.9270434552564,1530
1576.9305669494242,1543
1580.9321892017251,1540
1584.931911247244,1538
1588.9297341203819,1577
1592.925658854856,1523
1596.9196864836958,1532
1600.9118180392397,1512
